Age,EducationLevel,FieldOfStudy,InstitutionType,MonthlyIncome,LearningFrequency,PreferredFormats,UsedPlatforms,StudyTime,AttentionSpan,LearningMotivation,LearningChallenges,DeviceUsed,WillingnessToUse,WillingToShareData,ValuableFeatures,MonthlyWillingnessToPay,ContentDeliveryMode,PreferredLanguages,CareAboutCertification,ConvincingFactors,GoalTrackingPreference,TryNewToolsFrequency,OnlineLearningFear,RecommendLikelihood
24,Professional Course,Law,Traditional College,₹10k–30k,Occasionally,"Flashcards, Text-based guides, Interactive quizzes","None, Khan Academy, Unacademy",Afternoon,30–45 mins,Career goals,Hard to stay focused,Laptop,4,Yes,"Mentor guidance, Weekly reports",390.74,Interactive modules,"English, Mix of English + Regional",No,Better structure,Mentor reviews,Always,Not understanding,3
16,High School,Science,Coaching Institute,₹60k–100k,Often,Interactive quizzes,YouTube,Afternoon,15–30 mins,Certification,"Poor content quality, Hard to understand",Laptop,5,Yes,Personalized schedules,380.1,Interactive modules,"Mix of English + Regional, Regional, Hindi",No,Trial success,Achievement badges,Occasionally,Wasting money,5
21,High School,Medical,Coaching Institute,₹10k–30k,Often,"Text-based guides, One-on-one mentoring","Khan Academy, None",Afternoon,15–30 mins,Certification,"Hard to understand, Poor content quality",Tablet,5,Yes,"Gamification, Peer comparison, Weekly reports",277.81,Video only,Hindi,Yes,"Certifications, Peer usage",Achievement badges,Often,Not understanding,4
18,Professional Course,Other,Coaching Institute,₹30k–60k,Occasionally,"Group discussions, One-on-one mentoring","BYJU'S, None",Random,30–45 mins,Curiosity,Hard to understand,Desktop,5,Yes,Peer comparison,246.99,Text + Video,"Mix of English + Regional, Regional, English",No,"Trial success, Better grades, App reviews",Score tracking,Always,Too boring,3
24,Professional Course,Engineering,Traditional College,₹30k–60k,Occasionally,Text-based guides,Khan Academy,Evening,15–30 mins,Curiosity,"Hard to understand, Time management, Procrastination",Tablet,5,Yes,Weekly reports,721.09,Text + Video,"Hindi, Mix of English + Regional",Yes,"Better grades, Peer usage",Achievement badges,Often,Wasting money,4
24,Professional Course,Law,Traditional College,< ₹10k,Daily,"Text-based guides, One-on-one mentoring",Coursera,Late night,45–60 mins,Career goals,"Time management, Procrastination, Poor content quality",Desktop,5,Yes,"Mentor guidance, Personalized schedules",334.15,AI tutor,"Mix of English + Regional, Hindi, English",Yes,"Trial success, Peer usage, Better structure",Progress bars,Rarely,Not finishing,4
18,Other,Arts,Self-Learning,> ₹100k,Daily,"Group discussions, Text-based guides",Udemy,Evening,15–30 mins,Peer pressure,"Time management, Procrastination",Desktop,5,Yes,Personalized schedules,326.08,Video only,Mix of English + Regional,Yes,Better grades,Progress bars,Never,Wasting time,5
22,Other,Law,Online University,₹60k–100k,Rarely,"One-on-one mentoring, Text-based guides","BYJU'S, Unacademy, Khan Academy",Afternoon,15–30 mins,Certification,"Hard to understand, Hard to stay focused",Desktop,4,Yes,"Mentor guidance, Personalized schedules",256.59,Video only,"English, Mix of English + Regional",No,Better structure,Mentor reviews,Occasionally,Not understanding,5
21,Postgraduate,Engineering,Other,> ₹100k,Occasionally,Group discussions,BYJU'S,Afternoon,15–30 mins,Certification,Procrastination,Tablet,4,Yes,"Gamification, Mentor guidance",35.06,Text + Video,"Regional, Mix of English + Regional, Hindi",No,"Better grades, Certifications, Better structure",Progress bars,Always,Not understanding,3
21,Other,Other,Self-Learning,₹30k–60k,Daily,"Video lectures, Group discussions","Udemy, Unacademy",Evening,45–60 mins,Career goals,Hard to understand,Mobile,5,Yes,"Personalized schedules, Adaptive quizzes, Gamification",0.0,Interactive modules,English,Yes,"Certifications, Better structure, App reviews",Score tracking,Often,Too boring,5
22,High School,Other,Coaching Institute,< ₹10k,Daily,"One-on-one mentoring, Flashcards, Group discussions",Coursera,Evening,45–60 mins,Academic success,"Poor content quality, Hard to understand",Laptop,4,Yes,Weekly reports,420.5,Video only,English,No,App reviews,Mentor reviews,Often,Wasting time,3
19,Other,Law,Self-Learning,> ₹100k,Occasionally,"Interactive quizzes, Video lectures, Text-based guides","Udemy, BYJU'S",Random,45–60 mins,Curiosity,Procrastination,Mobile,5,Yes,Peer comparison,534.76,Text + Video,Regional,Yes,Peer usage,Achievement badges,Often,Wasting time,5
18,Professional Course,Law,Traditional College,₹10k–30k,Often,One-on-one mentoring,Udemy,Afternoon,15–30 mins,Certification,"Procrastination, Lack of support",Tablet,2,Yes,"Personalized schedules, Peer comparison, Gamification",171.83,Mixed,English,Yes,"Trial success, App reviews",Progress bars,Often,Not understanding,1
22,Professional Course,Science,Self-Learning,₹10k–30k,Occasionally,Interactive quizzes,"YouTube, BYJU'S",Random,30–45 mins,Parental push,Hard to stay focused,Laptop,4,Yes,"Mentor guidance, Weekly reports",433.49,AI tutor,English,Yes,"Certifications, Peer usage",Achievement badges,Occasionally,Wasting time,3
18,High School,Other,Self-Learning,₹30k–60k,Daily,Group discussions,Coursera,Late night,>60 mins,Curiosity,"Hard to understand, Poor content quality, Procrastination",Laptop,3,Yes,"Adaptive quizzes, Mentor guidance",345.55,Interactive modules,"Mix of English + Regional, English, Regional",Yes,"Better grades, Better structure, Peer usage",Score tracking,Often,Wasting money,4
17,High School,Business,Traditional College,₹60k–100k,Occasionally,"Text-based guides, Group discussions, Interactive quizzes","None, Udemy",Late night,>60 mins,Career goals,"Hard to stay focused, Poor content quality",Desktop,3,Yes,"Gamification, Personalized schedules, Mentor guidance",492.34,Interactive modules,Hindi,No,"Peer usage, Trial success, Better grades",Score tracking,Always,Not understanding,4
22,Undergraduate,Medical,Other,> ₹100k,Daily,"One-on-one mentoring, Flashcards, Video lectures",Udemy,Morning,>60 mins,Peer pressure,"Lack of support, Procrastination",Desktop,5,Yes,"Personalized schedules, Gamification",451.66,Video only,"Hindi, Mix of English + Regional",Yes,Trial success,Progress bars,Always,Too boring,3
26,Postgraduate,Engineering,Other,₹10k–30k,Daily,"Group discussions, Interactive quizzes","Coursera, None",Late night,15–30 mins,Parental push,Poor content quality,Desktop,5,Yes,"Weekly reports, Gamification",236.86,Video only,"Mix of English + Regional, Regional",Yes,Trial success,Progress bars,Rarely,Not finishing,4
20,Postgraduate,Medical,Traditional College,₹30k–60k,Never,"Flashcards, Video lectures, Interactive quizzes","YouTube, None",Random,<15 mins,Peer pressure,"Poor content quality, Time management, Hard to understand",Desktop,4,Yes,"Peer comparison, Mentor guidance",276.26,Mixed,"Regional, English",Yes,"Certifications, Peer usage, Better structure",Progress bars,Occasionally,Wasting time,5
21,Other,Engineering,Online University,₹10k–30k,Daily,"One-on-one mentoring, Video lectures","Unacademy, Coursera, Udemy",Random,30–45 mins,Career goals,"Lack of support, Procrastination, Time management",Tablet,4,Yes,Weekly reports,392.91,AI tutor,"Hindi, Regional",No,"Trial success, Better grades",Mentor reviews,Occasionally,Too boring,5
18,Undergraduate,Arts,Coaching Institute,₹10k–30k,Occasionally,"Flashcards, Video lectures","YouTube, None",Late night,30–45 mins,Certification,"Lack of support, Hard to understand, Procrastination",Laptop,3,Yes,Adaptive quizzes,281.02,AI tutor,"English, Hindi, Regional",No,Certifications,Progress bars,Always,Wasting money,2
19,Professional Course,Medical,Coaching Institute,₹30k–60k,Occasionally,"Video lectures, Interactive quizzes","BYJU'S, YouTube",Random,30–45 mins,Academic success,Poor content quality,Tablet,3,Yes,"Gamification, Personalized schedules, Weekly reports",369.32,Text + Video,"English, Regional",Yes,Certifications,Progress bars,Often,Wasting money,4
21,Undergraduate,Science,Self-Learning,₹10k–30k,Daily,One-on-one mentoring,Khan Academy,Late night,>60 mins,Parental push,"Procrastination, Lack of support, Hard to understand",Desktop,2,Yes,Weekly reports,142.57,Text + Video,"Mix of English + Regional, English",No,Better grades,Progress bars,Often,Too boring,4
22,Other,Law,Online University,> ₹100k,Occasionally,One-on-one mentoring,"Khan Academy, None",Evening,30–45 mins,Career goals,"Time management, Procrastination, Poor content quality",Laptop,2,Yes,Weekly reports,407.55,Text + Video,"English, Hindi",Yes,"Certifications, Better structure, Better grades",Progress bars,Always,Wasting time,3
16,Postgraduate,Business,Coaching Institute,₹10k–30k,Occasionally,"Interactive quizzes, Text-based guides, Video lectures",YouTube,Late night,45–60 mins,Curiosity,"Hard to stay focused, Time management",Desktop,4,Yes,Weekly reports,445.56,AI tutor,"Mix of English + Regional, Hindi",Yes,"Better structure, Better grades, Certifications",Progress bars,Often,Too boring,4
24,Professional Course,Other,Coaching Institute,> ₹100k,Daily,"One-on-one mentoring, Group discussions","None, Coursera",Afternoon,15–30 mins,Academic success,"Lack of support, Time management, Procrastination",Desktop,5,Yes,"Mentor guidance, Peer comparison, Adaptive quizzes",413.29,Interactive modules,"Regional, English",No,Certifications,Progress bars,Often,Wasting time,3
23,Undergraduate,Arts,Self-Learning,₹10k–30k,Occasionally,Flashcards,"Coursera, Unacademy",Evening,>60 mins,Peer pressure,"Hard to stay focused, Lack of support",Desktop,5,Yes,"Personalized schedules, Gamification, Adaptive quizzes",254.38,Interactive modules,"Mix of English + Regional, Regional, English",No,Better grades,Achievement badges,Never,Wasting money,3
19,Professional Course,Medical,Traditional College,< ₹10k,Occasionally,"Text-based guides, Flashcards, One-on-one mentoring","YouTube, Udemy, Khan Academy",Random,>60 mins,Certification,Time management,Laptop,4,Yes,"Peer comparison, Personalized schedules, Weekly reports",346.29,Video only,"English, Hindi",Yes,"Peer usage, Trial success",Score tracking,Often,Wasting time,5
24,Postgraduate,Arts,Other,₹30k–60k,Often,"Flashcards, One-on-one mentoring, Group discussions","Khan Academy, None",Morning,<15 mins,Peer pressure,"Hard to understand, Lack of support, Hard to stay focused",Laptop,2,Yes,Adaptive quizzes,309.55,Text + Video,"Mix of English + Regional, Hindi",Yes,Peer usage,Progress bars,Occasionally,Wasting time,4
21,Other,Business,Online University,> ₹100k,Often,"Text-based guides, Group discussions, Flashcards","Khan Academy, Unacademy",Afternoon,>60 mins,Career goals,"Poor content quality, Hard to understand, Hard to stay focused",Mobile,4,Yes,"Peer comparison, Personalized schedules, Mentor guidance",591.21,Mixed,English,Yes,"Trial success, Peer usage, Certifications",Score tracking,Often,Too boring,4
21,Undergraduate,Arts,Other,< ₹10k,Rarely,Flashcards,"None, BYJU'S, Unacademy",Random,15–30 mins,Curiosity,Poor content quality,Mobile,4,Yes,"Peer comparison, Mentor guidance",552.04,Mixed,Regional,Yes,"Better grades, Better structure",Score tracking,Never,Too boring,5
18,High School,Law,Self-Learning,> ₹100k,Rarely,"Group discussions, Flashcards",Udemy,Late night,45–60 mins,Certification,"Procrastination, Hard to stay focused",Desktop,5,No,"Gamification, Mentor guidance",206.11,AI tutor,Regional,Yes,Peer usage,Score tracking,Often,Wasting time,3
21,Other,Other,Traditional College,₹10k–30k,Daily,"Interactive quizzes, One-on-one mentoring","None, YouTube",Afternoon,45–60 mins,Curiosity,"Time management, Procrastination, Hard to understand",Desktop,5,Yes,Personalized schedules,420.14,Mixed,Hindi,Yes,"Peer usage, Better structure",Score tracking,Often,Not understanding,3
22,Professional Course,Other,Other,₹30k–60k,Occasionally,"Interactive quizzes, Text-based guides","YouTube, Udemy, BYJU'S",Evening,15–30 mins,Peer pressure,"Time management, Lack of support",Tablet,4,Yes,"Gamification, Personalized schedules, Mentor guidance",524.48,Mixed,Mix of English + Regional,No,"Better grades, Certifications, App reviews",Progress bars,Occasionally,Wasting money,5
19,Other,Science,Online University,< ₹10k,Often,"Text-based guides, Flashcards, One-on-one mentoring",Unacademy,Random,<15 mins,Career goals,Lack of support,Tablet,3,Yes,Mentor guidance,214.98,Video only,"Mix of English + Regional, Regional, Hindi",No,"Better grades, App reviews, Better structure",Progress bars,Often,Not finishing,3
21,Postgraduate,Law,Self-Learning,₹10k–30k,Occasionally,Video lectures,YouTube,Late night,>60 mins,Parental push,Poor content quality,Mobile,4,Yes,"Adaptive quizzes, Personalized schedules, Peer comparison",275.02,Video only,"Mix of English + Regional, English, Regional",No,"Better structure, App reviews",Achievement badges,Often,Not finishing,5
26,Professional Course,Business,Self-Learning,< ₹10k,Daily,Text-based guides,"Udemy, Khan Academy, None",Random,30–45 mins,Certification,"Time management, Hard to understand, Hard to stay focused",Laptop,5,Yes,"Personalized schedules, Weekly reports, Mentor guidance",431.0,AI tutor,English,No,"Peer usage, Trial success, Better structure",Mentor reviews,Always,Not understanding,2
20,Professional Course,Business,Online University,₹30k–60k,Daily,"Group discussions, Video lectures",Udemy,Afternoon,<15 mins,Career goals,"Hard to stay focused, Time management",Mobile,4,Yes,Personalized schedules,232.7,Text + Video,"Regional, English",Yes,"Trial success, Certifications",Achievement badges,Occasionally,Not understanding,2
20,Postgraduate,Law,Traditional College,< ₹10k,Never,Flashcards,YouTube,Evening,>60 mins,Academic success,"Procrastination, Time management, Hard to understand",Tablet,4,Yes,"Weekly reports, Gamification",517.64,Mixed,Hindi,No,"Trial success, Better grades",Mentor reviews,Often,Not finishing,3
19,High School,Law,Traditional College,₹30k–60k,Occasionally,"Group discussions, One-on-one mentoring, Video lectures",Khan Academy,Evening,45–60 mins,Academic success,"Hard to understand, Lack of support",Laptop,1,Yes,"Peer comparison, Personalized schedules, Adaptive quizzes",412.53,Mixed,"Regional, English, Mix of English + Regional",Yes,"Trial success, Peer usage, Better structure",Mentor reviews,Occasionally,Too boring,5
20,Other,Medical,Online University,₹60k–100k,Daily,"Group discussions, Text-based guides, One-on-one mentoring","Coursera, Udemy",Evening,15–30 mins,Academic success,Hard to stay focused,Mobile,5,Yes,Adaptive quizzes,649.15,Mixed,Hindi,Yes,"App reviews, Certifications",Score tracking,Occasionally,Not finishing,5
24,Other,Science,Coaching Institute,< ₹10k,Daily,Video lectures,"Unacademy, BYJU'S",Late night,15–30 mins,Parental push,"Hard to stay focused, Hard to understand, Lack of support",Laptop,5,Yes,"Peer comparison, Gamification",269.98,Video only,Regional,Yes,Better grades,Mentor reviews,Often,Wasting time,2
16,Undergraduate,Business,Coaching Institute,₹30k–60k,Never,"One-on-one mentoring, Interactive quizzes, Flashcards",BYJU'S,Random,45–60 mins,Career goals,"Hard to stay focused, Time management, Lack of support",Laptop,5,Yes,"Gamification, Mentor guidance, Peer comparison",320.52,Text + Video,"Regional, Hindi",No,"Trial success, Peer usage, Certifications",Achievement badges,Often,Not finishing,5
20,Undergraduate,Arts,Online University,< ₹10k,Daily,"Text-based guides, Group discussions","Khan Academy, Unacademy",Afternoon,30–45 mins,Certification,Hard to understand,Mobile,2,Yes,Personalized schedules,308.65,AI tutor,"Regional, Mix of English + Regional, Hindi",Yes,"Peer usage, Better structure",Progress bars,Always,Wasting money,4
